x('Total Revenue', '184,903,000', '168,088,000', '143,015,000', '125,843,000', '110,360,000')
         605401 function calls (588135 primitive calls) in 1.184 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 helpers.py:523(_is_ip_address)
        8    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        8    0.000    0.000    0.000    0.000 subprocess.py:1634(<genexpr>)
        1    0.000    0.000    0.000    0.000 locks.py:15(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(Path)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 abc.py:164(AbstractStreamWriter)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 _abc.py:1(<module>)
        7    0.000    0.000    0.000    0.000 element.py:275(get_text)
        1    0.000    0.000    0.000    0.000 __init__.py:771(Filterer)
        1    0.000    0.000    0.008    0.008 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       15    0.000    0.000    0.000    0.000 _url.py:36(__init__)
        3    0.000    0.000    0.000    0.000 tasks.py:664(ensure_future)
       17    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connector.py:174(release)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 unix_events.py:53(__init__)
        2    0.000    0.000    0.000    0.000 client_proto.py:43(should_close)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       17    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 sslproto.py:596(_write_appdata)
        1    0.000    0.000    0.000    0.000 __init__.py:373(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 helpers.py:800(ChainMapProxy)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:833(_create)
        1    0.000    0.000    0.000    0.000 selector_events.py:293(_add_writer)
        1    0.000    0.000    0.000    0.000 __init__.py:16(FrozenList)
       35    0.000    0.000    0.000    0.000 _make.py:706(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1511(_BaseV6)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.000    0.000 formdata.py:14(FormData)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 client.py:1145(__aexit__)
        3    0.000    0.000    0.000    0.000 _url.py:44(__get__)
        1    0.000    0.000    0.000    0.000 _url.py:385(origin)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 client.py:914(get)
        1    0.000    0.000    0.001    0.001 __init__.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 helpers.py:461(reify)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:65(__init__)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:328(connection_key)
        1    0.000    0.000    0.000    0.000 connector.py:1387(NamedPipeConnector)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 http_websocket.py:255(WebSocketReader)
        1    0.000    0.000    0.000    0.000 streams.py:173(feed_eof)
        2    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 futures.py:338(_chain_future)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _version_info.py:11(VersionInfo)
        1    0.000    0.000    0.000    0.000 http_writer.py:70(_write)
       43    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connector.py:686(_DNSCacheTable)
       11    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        2    0.000    0.000    0.000    0.000 __init__.py:209(_do_exit)
        7    0.000    0.000    0.000    0.000 _url.py:481(raw_host)
        1    0.000    0.000    0.000    0.000 cookies.py:288(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tcp_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:1018(_notify_content)
        2    0.000    0.000    0.000    0.000 _url.py:714(_encode_host)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 http_writer.py:79(write)
        1    0.000    0.000    0.000    0.000 tracing.py:337(Trace)
        4    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        9    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        1    0.000    0.000    0.000    0.000 __init__.py:71(BeautifulSoup)
        2    0.000    0.000    0.000    0.000 element.py:1822(find)
       34    0.000    0.000    0.000    0.000 _make.py:873(<dictcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.004    0.004 server.py:628(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 http_parser.py:656(HttpPayloadParser)
        1    0.000    0.000    0.000    0.000 helpers.py:646(start)
        1    0.000    0.000    0.000    0.000 base_protocol.py:7(BaseProtocol)
        1    0.000    0.000    0.000    0.000 tempfile.py:622(SpooledTemporaryFile)
        3    0.000    0.000    0.001    0.000 _make.py:2018(_add_repr)
        2    0.000    0.000    0.000    0.000 helpers.py:732(ceil_timeout)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        1    0.000    0.000    0.000    0.000 helpers.py:603(weakref_handle)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
        1    0.000    0.000    0.000    0.000 transports.py:264(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
       33    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 _markupbase.py:168(parse_comment)
        8    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        8    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        1    0.000    0.000    0.000    0.000 _multidict_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:386(DummyCookieJar)
       14    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       16    0.000    0.000    0.000    0.000 streams.py:251(begin_http_chunk_receiving)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.005    0.005 connector.py:911(_make_ssl_context)
        1    0.000    0.000    0.005    0.005 ssl.py:569(load_default_certs)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:21(timeout)
        1    0.000    0.000    0.000    0.000 _make.py:2809(_CountingAttr)
        1    0.000    0.000    0.000    0.000 validators.py:373(_DeepIterable)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 helpers.py:676(TimerNoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1213(IPv4Address)
        1    0.000    0.000    0.000    0.000 threading.py:834(start)
        1    0.000    0.000    0.000    0.000 threading.py:394(acquire)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1977(IPv6Interface)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
        1    0.000    0.000    0.000    0.000 _config.py:3(<module>)
       38    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
       20    0.000    0.000    0.000    0.000 _make.py:570(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 selector_events.py:749(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:462(_wakeup_waiter)
       10    0.000    0.000    0.000    0.000 _make.py:2207(_assign)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        8    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1797(IPv6Address)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1330(IPv4Interface)
        1    0.000    0.000    0.000    0.000 base_protocol.py:56(connection_made)
        1    0.000    0.000    0.000    0.000 base_events.py:671(call_later)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 server.py:963(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 streams.py:594(feed_data)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       18    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
        1    0.000    0.000    0.000    0.000 abc.py:35(AbstractRouter)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 financial_enhanced.py:21(<lambda>)
        2    0.000    0.000    0.000    0.000 base_events.py:1356(_ensure_resolved)
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.helpers.MimeType>:1(__init__)
        3    0.000    0.000    0.000    0.000 client_reqrep.py:321(is_ssl)
        2    0.000    0.000    0.000    0.000 streams.py:611(read)
        4    0.000    0.000    0.000    0.000 cookies.py:308(__setitem__)
        1    0.000    0.000    0.000    0.000 selector_events.py:777(set_protocol)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 cgi.py:276(FieldStorage)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        4    0.000    0.000    0.000    0.000 formatter.py:131(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1345(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connector.py:632(_release_acquired)
        1    0.000    0.000    0.000    0.000 http_websocket.py:51(WSMsgType)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        2    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        1    0.000    0.000    0.000    0.000 streams.py:565(__init__)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        3    0.000    0.000    0.000    0.000 coroutines.py:177(iscoroutine)
        1    0.000    0.000    0.000    0.000 ssl.py:899(getpeercert)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
